update,n_simul_rounds,wall_time_s,t_dist_s,t_collect_s,t_gae_s,t_ppo_s,n_finished,n_won,win_rate,avg_ep_len,avg_reward,p_loss,v_loss,entropy,vram_alloc_before_mb,vram_reserved_before_mb,vram_alloc_after_mb,vram_reserved_after_mb
127,1,529.506,0.138,336.035,0.0219,190.454,4,4,1.0000,8192.00,20.000000,0.008946,0.126713,1.749259,34.2,182.0,34.2,184.0
128,1,548.702,0.154,332.904,0.0221,212.458,9,9,1.0000,3640.89,20.000000,0.004298,0.400821,1.564940,34.2,184.0,34.2,176.0
129,1,547.773,0.147,333.533,0.0227,210.951,7,7,1.0000,4681.14,20.000000,0.011156,0.350929,1.503693,34.2,176.0,34.2,156.0
130,1,388.925,0.147,335.200,0.0236,50.690,3,3,1.0000,10922.67,20.000000,0.004612,0.445822,1.393751,34.2,156.0,34.2,152.0
131,1,536.822,0.146,325.469,0.0214,208.361,9,9,1.0000,3640.89,20.000000,0.004145,0.508485,1.581169,34.2,152.0,34.2,156.0
132,2,926.083,0.240,649.646,0.0224,270.858,7,7,1.0000,4681.14,20.000000,0.007378,0.256901,1.436434,34.2,156.0,34.2,168.0
133,1,368.374,0.153,343.891,0.0221,21.438,1,1,1.0000,32768.00,20.000000,0.001627,0.273530,0.722140,34.2,168.0,34.2,128.0
134,1,588.350,0.151,346.375,0.0214,238.297,8,8,1.0000,4096.00,20.000000,0.008066,0.263808,1.647746,34.2,128.0,34.2,160.0
135,1,569.357,0.146,344.879,0.0218,221.205,8,8,1.0000,4096.00,20.000000,0.007832,0.410691,1.318441,34.2,160.0,34.2,174.0
136,1,530.815,0.143,348.182,0.0205,179.882,6,6,1.0000,5461.33,20.000000,0.004692,0.608682,1.445953,34.2,174.0,34.2,172.0
137,1,535.271,0.126,320.061,0.0204,212.089,10,10,1.0000,3276.80,20.000000,0.003800,0.317192,1.424619,34.2,172.0,34.2,160.0
138,1,571.825,0.129,361.963,0.0209,206.456,4,4,1.0000,8192.00,20.000000,0.011208,0.311008,1.626957,34.2,160.0,34.2,168.0
139,1,441.951,0.087,347.986,0.0210,90.912,5,5,1.0000,6553.60,20.000000,0.007210,0.460145,1.330096,34.2,168.0,34.2,146.0
140,1,502.853,0.145,353.379,0.0213,146.096,4,4,1.0000,8192.00,20.000000,0.006638,0.527694,1.466062,34.2,146.0,34.2,152.0
141,1,375.318,0.144,339.800,0.0208,32.374,3,3,1.0000,10922.67,20.000000,0.005178,1.009497,1.439574,34.2,152.0,34.2,166.0
142,1,438.686,0.147,371.931,0.0210,63.477,4,4,1.0000,8192.00,20.000000,0.005316,0.492417,1.533904,34.2,166.0,34.2,154.0
143,1,469.929,0.093,348.402,0.0214,118.708,3,3,1.0000,10922.67,20.000000,0.004705,0.118885,1.415331,34.2,154.0,34.2,170.0
144,1,428.622,0.091,328.112,0.0271,97.379,5,5,1.0000,6553.60,20.000000,0.010308,0.529469,1.435834,34.2,170.0,34.2,150.0
145,1,562.932,0.091,346.172,0.0213,213.283,5,5,1.0000,6553.60,20.000000,0.007541,0.244685,1.750946,34.2,150.0,34.2,164.0
146,1,475.752,0.141,365.254,0.0215,107.115,4,4,1.0000,8192.00,20.000000,0.009702,0.252274,1.615913,34.2,164.0,34.2,164.0
147,1,618.755,0.152,373.750,0.0222,241.348,6,6,1.0000,5461.33,20.000000,0.008850,0.148902,1.739150,34.2,164.0,34.2,174.0
148,1,516.980,0.077,353.848,0.0204,159.959,3,3,1.0000,10922.67,20.000000,0.009121,0.280406,1.949138,34.2,174.0,34.2,170.0
149,1,392.060,0.081,349.953,0.0218,39.018,1,1,1.0000,32768.00,20.000000,0.005891,0.202880,2.229428,34.2,170.0,34.2,188.0
150,1,444.027,0.145,369.475,0.0213,71.325,1,1,1.0000,32768.00,20.000000,0.014553,0.126444,1.415231,34.2,188.0,34.2,152.0
151,1,496.375,0.082,356.931,0.0206,135.954,4,4,1.0000,8192.00,20.000000,0.010043,0.293240,1.550300,34.2,152.0,34.2,178.0
152,1,521.653,0.075,385.988,0.0218,132.274,3,3,1.0000,10922.67,20.000000,0.003647,0.536505,1.504243,34.2,178.0,34.2,168.0
153,1,639.113,0.144,372.858,0.0220,262.363,8,8,1.0000,4096.00,20.000000,0.008617,0.207451,1.517057,34.2,168.0,34.2,170.0
